file	line	old	new	context
src/components/chapter/sidebar/NotebookTab.vue	517	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/chapter/sidebar/NotebookTab.vue	526	0.9rem	0.5625rem	font-size: 0.9rem;
src/components/chapter/sidebar/NotebookTab.vue	549	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/chapter/sidebar/NotebookTab.vue	579	1.4rem	0.875rem	font-size: 1.4rem;
src/components/chapter/sidebar/NotebookTab.vue	609	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/chapter/sidebar/NotebookTab.vue	619	1.4rem	0.875rem	font-size: 1.4rem;
src/components/chapter/sidebar/NotebookTab.vue	648	0.9rem	0.5625rem	font-size: 0.9rem;
src/components/chapter/sidebar/NotebookTab.vue	668	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/chapter/sidebar/NotebookTab.vue	695	0.9rem	0.5625rem	font-size: 0.9rem;
src/components/chapter/text/BreakImages.vue	37	-0.2rem	-0.125rem	class="w-full h-full flex flex-col justify-center items-start mt-[-0.2rem] text-small"
src/components/chapter/text/BreakSection.vue	119	11rem	6.875rem	transform: translateX(min(-50vw, calc(-100vw + 780px + 11rem - 1px)));
src/components/chapter/text/CommentComp.vue	74	0rem	0rem	border-radius: 0rem;
src/components/chapter/text/EyeStart.vue	140	5rem	3.125rem	height: calc(100vh - 5rem);
src/components/chapter/text/InlineImages_openClose.vue	61	3rem	1.875rem	width: calc(100vw - 3rem);
src/components/chapter/text/InlineImages_openClose.vue	65	3rem	1.875rem	width: calc(50vw - 3rem + 4px);
src/components/chapter/text/SectionComp.vue	30	8.65rem	5.40625rem	class="TN border border-black bg-white rounded-full absolute -translate-x-[8.65rem] -translate-y-[0.8rem] w-28 h-28 flex
src/components/chapter/text/SectionComp.vue	30	0.8rem	0.5rem	class="TN border border-black bg-white rounded-full absolute -translate-x-[8.65rem] -translate-y-[0.8rem] w-28 h-28 flex
src/components/dashboard/chapters/ChapterBlockEditor.vue	408	1.4rem	0.875rem	.block-title { font-size: 1.4rem; font-weight: 500; color: rgb(var(--color-ink)); }
src/components/dashboard/chapters/ChapterBlockEditor.vue	411	1.1rem	0.6875rem	.block-index { font-family: var(--font-mono); font-size: 1.1rem; color: rgb(var(--color-mute)); flex: none; }
src/components/dashboard/chapters/ChapterBlockEditor.vue	413	1.3rem	0.8125rem	font-size: 1.3rem; color: rgb(var(--color-ink)); flex: 1; min-width: 0;
src/components/dashboard/chapters/ChapterBlockEditor.vue	420	1rem	0.625rem	font-family: var(--font-mono); font-size: 1rem; border-radius: 999px;
src/components/dashboard/chapters/ChapterBlockEditor.vue	425	1.3rem	0.8125rem	.media-badge-x { font-size: 1.3rem; line-height: 1; }
src/components/dashboard/chapters/ChapterBlockEditor.vue	439	1.1rem	0.6875rem	font-family: var(--font-mono); font-size: 1.1rem; text-transform: uppercase;
src/components/dashboard/chapters/ChapterBlockEditor.vue	454	1rem	0.625rem	font-family: var(--font-mono); font-size: 1rem; text-transform: uppercase;
src/components/dashboard/chapters/ChapterBlockEditor.vue	459	1.1rem	0.6875rem	.meta-slug { font-family: var(--font-mono); font-size: 1.1rem; color: rgb(var(--color-mute)); }
src/components/dashboard/chapters/ChapterBlockEditor.vue	460	1.7rem	1.0625rem	.preview-section-title { font-family: var(--font-body); font-size: 1.7rem; font-weight: 500; color: rgb(var(--color-ink)
src/components/dashboard/chapters/ChapterBlockEditor.vue	462	1.1rem	0.6875rem	.meta-index { font-family: var(--font-mono); font-size: 1.1rem; color: rgb(var(--color-accent)); }
src/components/dashboard/chapters/ChapterBlockEditor.vue	463	1.1rem	0.6875rem	.meta-words { font-family: var(--font-mono); font-size: 1.1rem; color: rgb(var(--color-mute)); }
src/components/dashboard/chapters/ChapterBlockEditor.vue	464	1.4rem	0.875rem	.preview-para-content { font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-ink)); line-height: 1.6
src/components/dashboard/chapters/ChapterBlockEditor.vue	468	1.9rem	1.1875rem	.preview-para-content :deep(h1) { font-size: 1.9rem; }
src/components/dashboard/chapters/ChapterBlockEditor.vue	469	1.7rem	1.0625rem	.preview-para-content :deep(h2) { font-size: 1.7rem; }
src/components/dashboard/chapters/ChapterBlockEditor.vue	470	1.5rem	0.9375rem	.preview-para-content :deep(h3) { font-size: 1.5rem; }
src/components/dashboard/chapters/ChapterBlockEditor.vue	474	1.6rem	1rem	.editing-title { font-family: var(--font-body); font-size: 1.6rem; font-weight: 500; color: rgb(var(--color-ink)); margi
src/components/dashboard/chapters/ChapterBlockEditor.vue	477	1.2rem	0.75rem	.save-status { font-family: var(--font-mono); font-size: 1.2rem; color: rgb(var(--color-complete)); }
src/components/dashboard/chapters/WizardStepImport.vue	259	2.4rem	1.5rem	margin-bottom: 2.4rem;
src/components/dashboard/chapters/WizardStepImport.vue	266	2rem	1.25rem	gap: 2rem;
src/components/dashboard/chapters/WizardStepImport.vue	271	2rem	1.25rem	font-size: 2rem;
src/components/dashboard/chapters/WizardStepImport.vue	274	0.8rem	0.5rem	margin: 0 0 0.8rem;
src/components/dashboard/chapters/WizardStepImport.vue	279	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepImport.vue	287	0.6rem	0.375rem	gap: 0.6rem;
src/components/dashboard/chapters/WizardStepImport.vue	288	0.8rem	0.5rem	padding: 0.8rem 1.6rem;
src/components/dashboard/chapters/WizardStepImport.vue	288	1.6rem	1rem	padding: 0.8rem 1.6rem;
src/components/dashboard/chapters/WizardStepImport.vue	294	1.2rem	0.75rem	font-size: 1.2rem;
src/components/dashboard/chapters/WizardStepImport.vue	310	2.4rem	1.5rem	margin-bottom: 2.4rem;
src/components/dashboard/chapters/WizardStepImport.vue	314	1.2rem	0.75rem	padding: 1.2rem 2rem;
src/components/dashboard/chapters/WizardStepImport.vue	314	2rem	1.25rem	padding: 1.2rem 2rem;
src/components/dashboard/chapters/WizardStepImport.vue	320	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/dashboard/chapters/WizardStepImport.vue	340	1.6rem	1rem	padding: 1.6rem;
src/components/dashboard/chapters/WizardStepImport.vue	342	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/dashboard/chapters/WizardStepImport.vue	359	1.6rem	1rem	margin-top: 1.6rem;
src/components/dashboard/chapters/WizardStepImport.vue	360	1.2rem	0.75rem	padding: 1.2rem 3.2rem;
src/components/dashboard/chapters/WizardStepImport.vue	360	3.2rem	2rem	padding: 1.2rem 3.2rem;
src/components/dashboard/chapters/WizardStepImport.vue	366	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepImport.vue	388	1.2rem	0.75rem	gap: 1.2rem;
src/components/dashboard/chapters/WizardStepImport.vue	389	4.8rem	3rem	padding: 4.8rem 2.4rem;
src/components/dashboard/chapters/WizardStepImport.vue	389	2.4rem	1.5rem	padding: 4.8rem 2.4rem;
src/components/dashboard/chapters/WizardStepImport.vue	405	1.5rem	0.9375rem	font-size: 1.5rem;
src/components/dashboard/chapters/WizardStepImport.vue	412	1.2rem	0.75rem	font-size: 1.2rem;
src/components/dashboard/chapters/WizardStepImport.vue	421	0.8rem	0.5rem	gap: 0.8rem;
src/components/dashboard/chapters/WizardStepImport.vue	422	2rem	1.25rem	margin-top: 2rem;
src/components/dashboard/chapters/WizardStepImport.vue	423	1.2rem	0.75rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepImport.vue	423	1.6rem	1rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepImport.vue	426	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/dashboard/chapters/WizardStepImport.vue	448	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepMeta.vue	136	3.2rem	2rem	margin-bottom: 3.2rem;
src/components/dashboard/chapters/WizardStepMeta.vue	141	2rem	1.25rem	font-size: 2rem;
src/components/dashboard/chapters/WizardStepMeta.vue	144	0.8rem	0.5rem	margin: 0 0 0.8rem;
src/components/dashboard/chapters/WizardStepMeta.vue	149	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepMeta.vue	157	2.4rem	1.5rem	gap: 2.4rem;
src/components/dashboard/chapters/WizardStepMeta.vue	163	0.8rem	0.5rem	gap: 0.8rem;
src/components/dashboard/chapters/WizardStepMeta.vue	173	2rem	1.25rem	gap: 2rem;
src/components/dashboard/chapters/WizardStepMeta.vue	179	1.2rem	0.75rem	font-size: 1.2rem;
src/components/dashboard/chapters/WizardStepMeta.vue	200	1.2rem	0.75rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepMeta.vue	200	1.6rem	1rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepMeta.vue	202	1.5rem	0.9375rem	font-size: 1.5rem;
src/components/dashboard/chapters/WizardStepMeta.vue	220	1.2rem	0.75rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepMeta.vue	220	1.6rem	1rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepMeta.vue	222	1.5rem	0.9375rem	font-size: 1.5rem;
src/components/dashboard/chapters/WizardStepMeta.vue	248	1.2rem	0.75rem	padding: 1.2rem 0 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepMeta.vue	248	1.2rem	0.75rem	padding: 1.2rem 0 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepMeta.vue	248	1.6rem	1rem	padding: 1.2rem 0 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepMeta.vue	250	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/dashboard/chapters/WizardStepReview.vue	146	2.4rem	1.5rem	margin-bottom: 2.4rem;
src/components/dashboard/chapters/WizardStepReview.vue	151	2rem	1.25rem	font-size: 2rem;
src/components/dashboard/chapters/WizardStepReview.vue	154	0.8rem	0.5rem	margin: 0 0 0.8rem;
src/components/dashboard/chapters/WizardStepReview.vue	159	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepReview.vue	169	2rem	1.25rem	padding: 2rem;
src/components/dashboard/chapters/WizardStepReview.vue	172	1.2rem	0.75rem	gap: 1.2rem;
src/components/dashboard/chapters/WizardStepReview.vue	183	1.2rem	0.75rem	font-size: 1.2rem;
src/components/dashboard/chapters/WizardStepReview.vue	192	1.5rem	0.9375rem	font-size: 1.5rem;
src/components/dashboard/chapters/WizardStepReview.vue	200	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepReview.vue	204	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/dashboard/chapters/WizardStepReview.vue	212	0.4rem	0.25rem	margin: 0.4rem 0;
src/components/dashboard/chapters/WizardStepReview.vue	217	0.3rem	0.1875rem	padding: 0.3rem 1rem;
src/components/dashboard/chapters/WizardStepReview.vue	217	1rem	0.625rem	padding: 0.3rem 1rem;
src/components/dashboard/chapters/WizardStepReview.vue	222	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/dashboard/chapters/WizardStepReview.vue	228	2.4rem	1.5rem	margin-top: 2.4rem;
src/components/dashboard/chapters/WizardStepReview.vue	233	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepReview.vue	236	1.2rem	0.75rem	margin: 0 0 1.2rem;
src/components/dashboard/chapters/WizardStepReview.vue	241	2rem	1.25rem	padding-left: 2rem;
src/components/dashboard/chapters/WizardStepReview.vue	244	0.6rem	0.375rem	gap: 0.6rem;
src/components/dashboard/chapters/WizardStepReview.vue	255	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepReview.vue	261	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/dashboard/chapters/WizardStepReview.vue	267	1.6rem	1rem	margin-top: 1.6rem;
src/components/dashboard/chapters/WizardStepReview.vue	268	1.2rem	0.75rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepReview.vue	268	1.6rem	1rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepReview.vue	274	1.3rem	0.8125rem	font-size: 1.3rem;
src/components/dashboard/chapters/WizardStepReview.vue	279	3.2rem	2rem	margin-top: 3.2rem;
src/components/dashboard/chapters/WizardStepReview.vue	285	0.8rem	0.5rem	gap: 0.8rem;
src/components/dashboard/chapters/WizardStepReview.vue	286	1.6rem	1rem	padding: 1.6rem 4rem;
src/components/dashboard/chapters/WizardStepReview.vue	286	4rem	2.5rem	padding: 1.6rem 4rem;
src/components/dashboard/chapters/WizardStepReview.vue	292	1.6rem	1rem	font-size: 1.6rem;
src/components/dashboard/chapters/WizardStepReview.vue	324	4rem	2.5rem	padding: 4rem 2rem;
src/components/dashboard/chapters/WizardStepReview.vue	324	2rem	1.25rem	padding: 4rem 2rem;
src/components/dashboard/chapters/WizardStepReview.vue	333	3.2rem	2rem	font-size: 3.2rem;
src/components/dashboard/chapters/WizardStepReview.vue	337	2rem	1.25rem	margin: 0 auto 2rem;
src/components/dashboard/chapters/WizardStepReview.vue	342	2.4rem	1.5rem	font-size: 2.4rem;
src/components/dashboard/chapters/WizardStepReview.vue	345	1rem	0.625rem	margin: 0 0 1rem;
src/components/dashboard/chapters/WizardStepReview.vue	350	1.5rem	0.9375rem	font-size: 1.5rem;
src/components/dashboard/chapters/WizardStepReview.vue	352	3.2rem	2rem	margin: 0 0 3.2rem;
src/components/dashboard/chapters/WizardStepReview.vue	357	1.6rem	1rem	gap: 1.6rem;
src/components/dashboard/chapters/WizardStepReview.vue	362	1.2rem	0.75rem	padding: 1.2rem 2.8rem;
src/components/dashboard/chapters/WizardStepReview.vue	362	2.8rem	1.75rem	padding: 1.2rem 2.8rem;
src/components/dashboard/chapters/WizardStepReview.vue	365	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepStructure.vue	197	2.4rem	1.5rem	margin-bottom: 2.4rem;
src/components/dashboard/chapters/WizardStepStructure.vue	202	2rem	1.25rem	font-size: 2rem;
src/components/dashboard/chapters/WizardStepStructure.vue	205	0.8rem	0.5rem	margin: 0 0 0.8rem;
src/components/dashboard/chapters/WizardStepStructure.vue	210	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepStructure.vue	218	2.4rem	1.5rem	gap: 2.4rem;
src/components/dashboard/chapters/WizardStepStructure.vue	219	1.6rem	1rem	padding: 1.6rem 2rem;
src/components/dashboard/chapters/WizardStepStructure.vue	219	2rem	1.25rem	padding: 1.6rem 2rem;
src/components/dashboard/chapters/WizardStepStructure.vue	223	2.4rem	1.5rem	margin-bottom: 2.4rem;
src/components/dashboard/chapters/WizardStepStructure.vue	229	0.2rem	0.125rem	gap: 0.2rem;
src/components/dashboard/chapters/WizardStepStructure.vue	234	1.8rem	1.125rem	font-size: 1.8rem;
src/components/dashboard/chapters/WizardStepStructure.vue	241	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/dashboard/chapters/WizardStepStructure.vue	249	4rem	2.5rem	padding: 4rem;
src/components/dashboard/chapters/WizardStepStructure.vue	253	1.4rem	0.875rem	font-size: 1.4rem;
src/components/dashboard/chapters/WizardStepStructure.vue	262	1.6rem	1rem	gap: 1.6rem;
src/components/dashboard/chapters/WizardStepStructure.vue	275	1.2rem	0.75rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepStructure.vue	275	1.6rem	1rem	padding: 1.2rem 1.6rem;
src/components/dashboard/chapters/WizardStepStructure.vue	283	1.2rem	0.75rem	gap: 1.2rem;
src/components/dashboard/chapters/WizardStepStructure.vue	289	1.2rem	0.75rem	font-size: 1.2rem;
src/components/dashboard/chapters/WizardStepStructure.vue	292	0.3rem	0.1875rem	padding: 0.3rem 0.8rem;
src/components/dashboard/chapters/WizardStepStructure.vue	292	0.8rem	0.5rem	padding: 0.3rem 0.8rem;
src/components/dashboard/chapters/WizardStepStructure.vue	300	0.4rem	0.25rem	padding: 0.4rem 0.8rem;
src/components/dashboard/chapters/WizardStepStructure.vue	300	0.8rem	0.5rem	padding: 0.4rem 0.8rem;
src/components/dashboard/chapters/WizardStepStructure.vue	302	1.5rem	0.9375rem	font-size: 1.5rem;
src/components/dashboard/chapters/WizardStepStructure.vue	318	0.8rem	0.5rem	gap: 0.8rem;
src/components/dashboard/chapters/WizardStepStructure.vue	323	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/dashboard/chapters/WizardStepStructure.vue	325	0.8rem	0.5rem	margin-right: 0.8rem;
src/components/dashboard/chapters/WizardStepStructure.vue	338	1.2rem	0.75rem	font-size: 1.2rem;
src/components/dashboard/chapters/WizardStepStructure.vue	367	1rem	0.625rem	gap: 1rem;
src/components/dashboard/chapters/WizardStepStructure.vue	368	0.8rem	0.5rem	padding: 0.8rem 1.6rem;
src/components/dashboard/chapters/WizardStepStructure.vue	368	1.6rem	1rem	padding: 0.8rem 1.6rem;
src/components/dashboard/chapters/WizardStepStructure.vue	373	3.2rem	2rem	padding-left: 3.2rem;
src/components/dashboard/chapters/WizardStepStructure.vue	382	1.1rem	0.6875rem	font-size: 1.1rem;
src/components/dashboard/chapters/WizardStepStructure.vue	389	1.3rem	0.8125rem	font-size: 1.3rem;
